model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Square<|im_end|>,heart,square,404165007,404165,"tensor([5.2608e-01, 2.8159e-01, 1.1738e-01, 6.2831e-02, 2.4362e-03, 2.1500e-03,
        1.3040e-03, 1.0811e-03, 6.5570e-04, 4.2335e-04, 3.7361e-04, 3.0973e-04,
        2.7334e-04, 1.5574e-04, 1.5574e-04, 1.4631e-04, 1.2912e-04, 1.0055e-04,
        1.0055e-04, 7.8312e-05])","['Square', 'square', 'rectangle', 'Rectangle', 'Box', 'Rect', 'Cube', 'rect', 'cube', 'S', 'box', 'T', ' Square', 'Block', 'C', 's', 'quare', 'White', '_square', 'L']",False,True
square<|im_end|>,star,square,11076002,11076,"tensor([0.5020, 0.1847, 0.0600, 0.0467, 0.0250, 0.0250, 0.0250, 0.0195, 0.0161,
        0.0104, 0.0104, 0.0092, 0.0052, 0.0049, 0.0028, 0.0021, 0.0019, 0.0018,
        0.0016, 0.0013])","['square', 'Square', 'rectangle', 'diamond', 'triangle', 'Diamond', 'Cube', 'cube', 'Triangle', 'rect', 's', 'Rectangle', 'squ', 'Box', 'box', 'Rect', 'tri', 'S', 'C', 'c']",False,True
square<|im_end|>,heart,square,12154000,12154,"tensor([0.4735, 0.2237, 0.1742, 0.0499, 0.0208, 0.0072, 0.0072, 0.0046, 0.0041,
        0.0026, 0.0023, 0.0019, 0.0016, 0.0013, 0.0012, 0.0012, 0.0012, 0.0012,
        0.0010, 0.0009])","['square', 'rectangle', 'Square', 'Rectangle', 'rect', 'cube', 'triangle', 'squ', 's', 'Rect', 'Cube', 'circle', 'star', 'diamond', 'c', 'S', 'None', 'Triangle', ' Square', 'none']",False,True
circle<|im_end|>,circle,square,143845002,143845,"tensor([0.3716, 0.3280, 0.0829, 0.0503, 0.0444, 0.0210, 0.0185, 0.0163, 0.0099,
        0.0087, 0.0068, 0.0039, 0.0028, 0.0027, 0.0021, 0.0017, 0.0016, 0.0009,
        0.0008, 0.0007])","['circle', 'Circle', 'C', 'Diamond', 'circ', 'round', 'Circular', 'Round', 'Triangle', 'c', 'oval', 'triangle', 'ircle', 'hex', 'diamond', ' Circle', 'Hex', 'Tri', 'D', 'ellipse']",False,False
circle<|im_end|>,triangle,square,214461005,214461,"tensor([0.1257, 0.1257, 0.1109, 0.0979, 0.0979, 0.0762, 0.0673, 0.0673, 0.0462,
        0.0318, 0.0170, 0.0117, 0.0103, 0.0097, 0.0086, 0.0080, 0.0075, 0.0067,
        0.0063, 0.0059])","['Circular', 'circle', 'Circle', 'Diamond', 'Triangle', 'Round', 'round', 'triangle', 'oval', 'hex', 'Square', 'square', 'tri', 'Hex', 'oct', 'C', 'diamond', 'O', 'Oct', 'Rectangle']",False,False
Triangle<|im_end|>,triangle,square,439911003,439911,"tensor([5.4331e-01, 3.2953e-01, 6.4889e-02, 1.8591e-02, 1.6406e-02, 6.0356e-03,
        4.1482e-03, 2.5160e-03, 2.2204e-03, 1.5260e-03, 1.3467e-03, 1.1165e-03,
        7.2085e-04, 5.9760e-04, 3.4050e-04, 2.4912e-04, 2.4912e-04, 2.4912e-04,
        2.4912e-04, 2.3402e-04])","['Triangle', 'Diamond', 'triangle', 'diamond', 'Square', 'Delta', 'Tri', 'D', 'tri', ' Diamond', 'Rectangle', 'T', 'square', 'S', 'Arrow', 'Triangles', '_triangle', 'Hex', 'Tr', 'C']",False,False
Triangle.<|im_end|>,triangle,square,412641007,412641,"tensor([8.1193e-01, 9.6971e-02, 6.6647e-02, 4.8279e-03, 2.0126e-03, 2.0126e-03,
        2.0126e-03, 1.7761e-03, 1.5674e-03, 1.3832e-03, 7.4038e-04, 6.9552e-04,
        4.7803e-04, 3.7229e-04, 3.4973e-04, 3.4973e-04, 2.8994e-04, 2.7237e-04,
        2.2580e-04, 2.1212e-04])","['Triangle', 'triangle', 'Tri', 'tri', 'Tr', 'Square', 'Hex', 'Rectangle', 'Pie', 'Slice', 'Rect', 'Triangles', 'L', 'S', 'slice', 'rectangle', 'Sector', 'Ir', 'tr', 'Arc']",False,False
Triangle<|im_end|>,triangle,square,19959001,19959,"tensor([0.2485, 0.1935, 0.1507, 0.1330, 0.0807, 0.0807, 0.0381, 0.0204, 0.0180,
        0.0066, 0.0038, 0.0033, 0.0023, 0.0018, 0.0015, 0.0012, 0.0008, 0.0007,
        0.0007, 0.0005])","['Triangle', 'Triangles', 'Square', 'Rect', 'Tri', 'S', 'Rectangle', 'rectangle', 'rect', 'tri', 'triangle', 'Tr', 's', 'Hex', 'T', 'Strip', 'Slice', 'Diamond', 'square', 'Qu']",False,False
triangle<|im_end|>,triangle,square,414416017,414416,"tensor([4.9286e-01, 4.3495e-01, 1.6865e-02, 1.4883e-02, 1.1591e-02, 9.0270e-03,
        7.9663e-03, 2.2824e-03, 1.5687e-03, 1.3843e-03, 1.2217e-03, 6.5392e-04,
        4.4943e-04, 3.9662e-04, 3.2881e-04, 2.4056e-04, 1.9943e-04, 1.6534e-04,
        1.1363e-04, 8.8498e-05])","['triangle', 'Triangle', 'rectangle', 'square', 'Diamond', 'Rectangle', 'Square', 'diamond', 'tri', 'rh', 'Tri', 'tr', 'oct', 'hex', 'Rh', '_triangle', ' triangle', 'rect', 'Tr', 'polygon']",False,False
Square<|im_end|>,star,square,546140000,546140,"tensor([8.6139e-01, 8.0122e-02, 3.3400e-02, 8.4448e-03, 6.5768e-03, 2.1352e-03,
        1.6629e-03, 1.2950e-03, 1.2166e-03, 9.4748e-04, 6.9319e-04, 2.3956e-04,
        1.8657e-04, 9.9863e-05, 9.9863e-05, 8.2790e-05, 8.2790e-05, 5.3453e-05,
        5.0214e-05, 4.7172e-05])","['Square', 'square', 'Box', 'Cube', 'Rectangle', 'Block', 'rectangle', 'S', 'box', 'cube', 'Rect', 'C', 's', 'squ', 'Squared', 'rect', '.square', 'quare', '_square', 'T']",False,True
circle<|im_end|>,circle,square,25872018,25872,"tensor([8.9420e-01, 3.0598e-02, 2.3830e-02, 2.1030e-02, 4.6924e-03, 4.1410e-03,
        4.1410e-03, 2.8461e-03, 1.9561e-03, 1.9561e-03, 1.5234e-03, 1.3444e-03,
        1.1864e-03, 8.1541e-04, 7.1960e-04, 4.9457e-04, 4.1001e-04, 3.8517e-04,
        3.6184e-04, 1.6056e-04])","['circle', 'Circle', 'round', 'square', 'Round', 'rectangle', 'fr', 'c', 'Square', 'Circular', 'oval', 'disc', 'C', 'circ', 'ircle', 'disk', ' Circle', 'Disc', 'Disk', 'ellipse']",False,False
Square<|im_end|>,star,square,158913011,158913,"tensor([0.5042, 0.1637, 0.0876, 0.0602, 0.0322, 0.0251, 0.0126, 0.0126, 0.0092,
        0.0056, 0.0046, 0.0041, 0.0036, 0.0036, 0.0034, 0.0034, 0.0034, 0.0032,
        0.0025, 0.0022])","['Square', 'Diamond', 'Hex', 'Cube', 'Star', 'Cross', 'Triangle', 'Box', 'square', 'diamond', 'T', 'Oct', 'S', 'Plus', 'Squared', 'Ge', 'hex', 'cube', 'D', 'C']",False,True
circle<|im_end|>,circle,square,425548003,425548,"tensor([6.1058e-01, 3.7033e-01, 8.7094e-03, 1.5135e-03, 1.5135e-03, 8.6235e-04,
        6.7160e-04, 6.3091e-04, 6.3091e-04, 5.2304e-04, 5.2304e-04, 3.5948e-04,
        2.9802e-04, 2.6300e-04, 2.6300e-04, 2.4707e-04, 2.3210e-04, 2.1804e-04,
        1.9242e-04, 1.0299e-04])","['circle', 'Circle', 'round', 'Round', ' Circle', 'ircle', 'circ', 'R', 'C', 'Circular', 'Sun', ' circle', 'sun', 'c', '_circle', 'Disk', 'cir', '圆', '.circle', '-circle']",False,False
circle<|im_end|>,circle,square,294574001,294574,"tensor([0.2777, 0.2163, 0.1312, 0.0702, 0.0426, 0.0376, 0.0376, 0.0201, 0.0157,
        0.0147, 0.0147, 0.0122, 0.0089, 0.0074, 0.0070, 0.0065, 0.0061, 0.0048,
        0.0045, 0.0033])","['circle', 'Circle', 'Snake', 'C', 'S', 'Circular', 'snake', 'Ring', 'D', 'ring', 'Round', 'O', 'Sw', 'oval', 'T', 'Dragon', 'c', 'Loop', 'ser', 'Sn']",False,False
Circle<|im_end|>,circle,square,119808009,119808,"tensor([0.3652, 0.2215, 0.1522, 0.1186, 0.1046, 0.0160, 0.0041, 0.0025, 0.0017,
        0.0015, 0.0013, 0.0008, 0.0007, 0.0007, 0.0007, 0.0006, 0.0005, 0.0005,
        0.0005, 0.0004])","['Circle', 'Round', 'circle', 'Circular', 'round', 'oval', 'oct', 'O', 'Oct', 'C', ' Circle', 'ircle', '圓', 'c', 'ircular', ' Round', '圆形', 'circ', 'hex', '圆']",False,False
triangle<|im_end|>,triangle,square,428033008,428033,"tensor([5.4286e-01, 3.7310e-01, 3.9325e-02, 1.4467e-02, 1.2767e-02, 6.8336e-03,
        3.2280e-03, 8.1616e-04, 4.9503e-04, 4.1039e-04, 3.1961e-04, 2.8206e-04,
        2.3383e-04, 2.3383e-04, 2.1967e-04, 2.1967e-04, 2.0636e-04, 1.9385e-04,
        1.7108e-04, 1.4183e-04])","['triangle', 'Triangle', 'Diamond', 'tri', 'diamond', 'Delta', 'Tri', 'D', 'delta', 'Square', 'rectangle', 'square', 'tr', ' Diamond', ' triangle', 'T', 'Rectangle', '_triangle', 'Arrow', 'V']",False,False
Square<|im_end|>,star,square,560969000,560969,"tensor([8.3634e-01, 4.7183e-02, 4.1639e-02, 3.2428e-02, 5.6352e-03, 4.9730e-03,
        3.8730e-03, 3.8730e-03, 3.4179e-03, 3.0163e-03, 2.3491e-03, 1.3385e-03,
        1.1812e-03, 1.1096e-03, 1.1096e-03, 8.6418e-04, 7.6264e-04, 5.5796e-04,
        4.6256e-04, 3.1792e-04])","['Square', 'Rectangle', 'Circle', 'square', 'circle', 'Rect', 'Cube', 'Round', 'rectangle', 'Checker', 'Cross', 'S', 'C', 'oval', 'Diamond', ' Square', 'Block', 'Box', 'T', 'Triangle']",False,True
square<|im_end|>,heart,square,562675001,562675,"tensor([0.2841, 0.2507, 0.1723, 0.1723, 0.0233, 0.0206, 0.0141, 0.0141, 0.0046,
        0.0030, 0.0028, 0.0028, 0.0025, 0.0022, 0.0020, 0.0020, 0.0013, 0.0010,
        0.0010, 0.0008])","['square', 'rect', 'rectangle', 'Square', 'Rectangle', 'heart', 'Heart', 'Rect', 'round', 'Cookie', 'oval', 's', 'Round', 'c', ' Square', 'cookie', 'star', 'triangle', 'Squared', 'S']",False,True
rectangle<|im_end|>,heart,square,170008001,170008,"tensor([8.0607e-01, 6.6166e-02, 4.0132e-02, 1.8957e-02, 1.3029e-02, 1.0147e-02,
        4.7930e-03, 4.7930e-03, 3.2942e-03, 2.9071e-03, 2.7310e-03, 1.6564e-03,
        1.2119e-03, 8.8662e-04, 8.8662e-04, 8.3291e-04, 8.3291e-04, 7.8244e-04,
        6.0937e-04, 5.7245e-04])","['rectangle', 'square', 'rect', 'Rectangle', 'triangle', 'cross', 'diamond', 'Square', 'X', 'oct', 'hex', 's', 'x', 'cube', 'Cross', 'Rect', 'oval', 'Triangle', 'ge', 'arrow']",False,False
Square<|im_end|>,star,square,359200003,359200,"tensor([9.1833e-01, 2.7731e-02, 2.4473e-02, 7.9451e-03, 7.0116e-03, 6.1877e-03,
        1.7728e-03, 1.2184e-03, 1.2184e-03, 6.9424e-04, 6.5218e-04, 3.9557e-04,
        3.2794e-04, 1.8685e-04, 1.1333e-04, 1.0001e-04, 7.3172e-05, 6.4574e-05,
        6.0662e-05, 4.7244e-05])","['Square', 'Cube', 'Rectangle', 'Rect', 'Block', 'square', 'S', 'rectangle', 'cube', 'Triangle', 'C', 'Box', 'rect', 'Squared', ' Square', 'block', 'Blocks', 'T', 'Diamond', 'Star']",False,True
triangle<|im_end|>,triangle,square,301769002,301769,"tensor([8.4344e-01, 5.3920e-02, 4.1993e-02, 3.2704e-02, 7.2972e-03, 3.4470e-03,
        2.6845e-03, 2.6845e-03, 1.8450e-03, 1.4369e-03, 1.2681e-03, 9.8757e-04,
        9.8757e-04, 8.1872e-04, 5.2861e-04, 3.0119e-04, 2.2036e-04, 2.0701e-04,
        1.7161e-04, 1.4227e-04])","['triangle', 'square', 'Triangle', 'rectangle', 'diamond', 'tri', 'Diamond', 'hex', 'rh', 'Rectangle', 'Square', 'tr', 'rect', 'oct', 'circle', 'arrow', ' triangle', 'oval', 'equ', 'pent']",False,False
square<|im_end|>,star,square,564185001,564185,"tensor([0.6683, 0.0704, 0.0622, 0.0622, 0.0215, 0.0122, 0.0108, 0.0084, 0.0062,
        0.0051, 0.0042, 0.0040, 0.0029, 0.0024, 0.0024, 0.0023, 0.0021, 0.0020,
        0.0018, 0.0015])","['square', 'rectangle', 'triangle', 'Square', 'X', 'Rectangle', 'Triangle', 'cross', 'diamond', 'rect', 'star', 'box', 'Box', 'oval', 'squ', 'Cross', 'tri', 'Ir', 'hex', 'ir']",False,True
Square<|im_end|>,heart,square,530945000,530945,"tensor([0.5657, 0.1621, 0.0526, 0.0464, 0.0362, 0.0194, 0.0182, 0.0104, 0.0071,
        0.0067, 0.0063, 0.0059, 0.0059, 0.0052, 0.0052, 0.0046, 0.0043, 0.0030,
        0.0026, 0.0023])","['Square', 'Heart', 'Triangle', 'Round', 'heart', 'Rectangle', 'square', 'round', 'rectangle', 'Circle', 'Rect', 'Pizza', 'triangle', 'Hex', 'Star', 'oval', 'star', 'circle', 'Squared', 'rect']",False,True
Triangle<|im_end|>,triangle,square,43664001,43664,"tensor([8.3702e-01, 8.8221e-02, 4.7221e-02, 6.3907e-03, 5.6398e-03, 4.3923e-03,
        3.4207e-03, 1.1105e-03, 8.6489e-04, 5.9443e-04, 5.9443e-04, 3.8379e-04,
        3.6054e-04, 3.3869e-04, 2.0543e-04, 1.0330e-04, 1.0330e-04, 9.7038e-05,
        9.7038e-05, 9.7038e-05])","['Triangle', 'triangle', 'Tri', 'Slice', 'Square', 'slice', 'tri', 'S', 'Tr', 'Hex', 'Rectangle', 'Triangles', 'rectangle', 'Rect', '_triangle', 'Point', ' Triangle', 'T', 'tr', 'Star']",False,False
Triangle.<|im_end|>,triangle,square,175236002,175236,"tensor([8.8908e-01, 6.4405e-02, 3.0423e-02, 2.8297e-03, 1.7163e-03, 1.1796e-03,
        1.0410e-03, 9.7793e-04, 7.1547e-04, 5.5721e-04, 4.3395e-04, 3.8296e-04,
        3.1749e-04, 2.8018e-04, 2.1821e-04, 1.8090e-04, 1.8090e-04, 1.6994e-04,
        1.6994e-04, 1.5964e-04])","['Triangle', 'Tri', 'triangle', 'Tr', 'tri', 'Square', 'Triangles', 'Rect', 'Rectangle', 'Ob', 'Ir', 'Half', 'Point', 'rectangle', 'Arc', 'Cur', 'Right', 'Delta', 'Equ', 'Hex']",False,False
Square<|im_end|>,heart,square,306407000,306407,"tensor([0.5126, 0.0891, 0.0421, 0.0421, 0.0395, 0.0328, 0.0175, 0.0165, 0.0106,
        0.0100, 0.0094, 0.0088, 0.0078, 0.0057, 0.0047, 0.0047, 0.0047, 0.0044,
        0.0044, 0.0035])","['Square', 'Cube', 'Heart', 'Rect', 'C', 'Apple', 'T', 'square', 'Block', 'Hour', 'P', 'S', 'U', 'Box', 'O', 'Ir', 'B', 'heart', 'Squared', 'V']",False,True
Triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.2911, 0.2001, 0.1071, 0.1071, 0.0573, 0.0348, 0.0307, 0.0211, 0.0164,
        0.0113, 0.0106, 0.0094, 0.0073, 0.0060, 0.0060, 0.0053, 0.0050, 0.0047,
        0.0044, 0.0030])","['Triangle', 'Py', 'Tri', 'G', 'T', 'P', 'Pag', 'Point', 'Con', 'Cur', 'C', 'D', 'S', 'tri', 'py', 'triangle', 'Tr', 'V', 'Square', 'H']",False,False
square<|im_end|>,star,square,312574000,312574,"tensor([3.4573e-01, 2.6925e-01, 1.8505e-01, 9.9052e-02, 6.0078e-02, 1.0440e-02,
        4.9315e-03, 4.3520e-03, 3.3894e-03, 2.3295e-03, 2.3295e-03, 1.6010e-03,
        1.2469e-03, 1.0337e-03, 9.7107e-04, 5.8899e-04, 4.5870e-04, 3.1526e-04,
        2.7822e-04, 2.4553e-04])","['square', 'Square', 'rectangle', 'oval', 'Rectangle', 'O', 'rect', 'Rect', 'circle', 'Circle', 'Box', 'S', 's', ' Square', 'box', 'squ', 'ov', 'C', 'ellipse', 'o']",False,True
Square<|im_end|>,star,square,51478006,51478,"tensor([0.5003, 0.3034, 0.0465, 0.0133, 0.0125, 0.0111, 0.0067, 0.0059, 0.0059,
        0.0056, 0.0056, 0.0056, 0.0038, 0.0038, 0.0036, 0.0030, 0.0026, 0.0022,
        0.0022, 0.0020])","['Square', 'square', 'blocks', 'quares', 's', 'S', 'Blocks', 'dots', 'Block', 'Stars', 'Heart', 'Cube', 'squ', 'sq', 'heart', 'rectangle', 'Fl', 'Rectangle', 'Box', 'star']",False,True
Square.<|im_end|>,heart,square,447070003,447070,"tensor([7.0659e-01, 1.3914e-01, 9.5627e-02, 4.5171e-02, 6.1132e-03, 1.7515e-03,
        1.7515e-03, 1.3640e-03, 3.6713e-04, 2.5232e-04, 2.0918e-04, 1.6291e-04,
        1.5304e-04, 1.1197e-04, 6.3797e-05, 5.9932e-05, 5.6301e-05, 5.2890e-05,
        4.9685e-05, 4.6675e-05])","['Square', 'Rectangle', 'square', 'rectangle', 'Rect', 'rect', 'S', 'Box', 's', 'Cube', 'squ', 'Qu', 'Triangle', ' Square', 'Diamond', '_square', 'cube', 'Patch', 'quare', 'box']",False,True
Square<|im_end|>,heart,square,447090001,447090,"tensor([0.2934, 0.1079, 0.1079, 0.1079, 0.0841, 0.0742, 0.0742, 0.0397, 0.0166,
        0.0146, 0.0094, 0.0073, 0.0069, 0.0061, 0.0050, 0.0047, 0.0027, 0.0027,
        0.0022, 0.0017])","['Square', 'Tag', 'square', 'Rectangle', 'rectangle', 'tag', 'Round', 'Bone', 'oval', 'Rect', 'round', 'D', 'rect', 'Circle', 'Heart', 'Disc', 'Circular', 'Dog', 'O', 'C']",False,True
triangle<|im_end|>,circle,square,316115002,316115,"tensor([0.1978, 0.1359, 0.1200, 0.1059, 0.0774, 0.0470, 0.0415, 0.0389, 0.0208,
        0.0143, 0.0126, 0.0126, 0.0119, 0.0098, 0.0098, 0.0072, 0.0060, 0.0056,
        0.0056, 0.0053])","['triangle', 'rectangle', 'circle', 'oval', 'square', 'round', 'hex', 'Triangle', 'diamond', 'c', 'oct', 'Round', 'None', 'Rectangle', 'Circle', 'C', 'Square', 'G', 'ellipse', 'O']",False,False
Square<|im_end|>,heart,square,74714001,74714,"tensor([7.5875e-01, 6.2282e-02, 4.2806e-02, 3.7776e-02, 2.2912e-02, 2.2912e-02,
        1.0823e-02, 5.7931e-03, 5.7931e-03, 5.1124e-03, 3.9816e-03, 2.0021e-03,
        2.0021e-03, 1.6598e-03, 1.2143e-03, 1.0716e-03, 1.0716e-03, 1.0067e-03,
        6.1059e-04, 4.7553e-04])","['Square', 'Dragon', 'Rect', 'Rectangle', 'square', 'Box', 'S', 'Cube', 'rectangle', 'Snake', 'rect', 'Diamond', 'C', 'Triangle', 'T', 'Block', 'D', 'dragon', 'box', '_rectangle']",False,True
Triangle<|im_end|>,triangle,square,449944002,449944,"tensor([0.4160, 0.1530, 0.1192, 0.1052, 0.0819, 0.0563, 0.0341, 0.0098, 0.0026,
        0.0023, 0.0018, 0.0015, 0.0010, 0.0010, 0.0009, 0.0009, 0.0007, 0.0007,
        0.0006, 0.0005])","['Triangle', 'Square', 'Diamond', 'triangle', 'square', 'Rectangle', 'rectangle', 'diamond', 'Rh', 'rh', 'hex', 'Tri', 'Hex', 'Equ', 'tri', ' Diamond', 'Rect', 'oct', 'rect', 'Oct']",False,False
square<|im_end|>,star,square,429613002,429613,"tensor([7.4407e-01, 1.8813e-01, 1.7499e-02, 1.3628e-02, 1.3628e-02, 5.0135e-03,
        5.0135e-03, 3.4457e-03, 3.0408e-03, 6.7850e-04, 5.9878e-04, 4.6633e-04,
        3.6318e-04, 2.3448e-04, 1.9439e-04, 1.8262e-04, 1.6116e-04, 1.3361e-04,
        1.3361e-04, 1.1791e-04])","['square', 'rectangle', 'Square', 'Rectangle', 'rect', 'box', 's', 'Box', 'squ', 'Rect', 'Army', 'S', 'cube', 'sq', 'block', '_square', 'boxes', ' Square', 'paralle', '_rectangle']",False,True
triangle<|im_end|>,triangle,square,581553002,581553,"tensor([8.7833e-01, 4.3729e-02, 1.4197e-02, 1.4197e-02, 1.2529e-02, 5.5596e-03,
        5.5596e-03, 4.3298e-03, 2.7955e-03, 1.9213e-03, 1.5928e-03, 1.1654e-03,
        1.0284e-03, 8.0093e-04, 8.0093e-04, 7.0682e-04, 5.1712e-04, 5.1712e-04,
        4.8579e-04, 4.2871e-04])","['triangle', 'rectangle', 'diamond', 'square', 'Triangle', 'tr', 'hex', 'tri', 'oct', 'Diamond', 'rh', 'oval', 'rect', 'arrow', 'yield', 'circle', 'Rectangle', ' triangle', 'paralle', 'tra']",False,False
Circle<|im_end|>,circle,square,189069005,189069,"tensor([7.0903e-01, 1.2321e-01, 6.5950e-02, 1.8895e-02, 1.8895e-02, 1.2986e-02,
        1.2986e-02, 1.0114e-02, 6.1343e-03, 4.7774e-03, 3.2834e-03, 2.5571e-03,
        1.9915e-03, 5.7058e-04, 3.6839e-04, 3.2510e-04, 3.2510e-04, 3.0541e-04,
        2.8690e-04, 2.8690e-04])","['Circle', 'Square', 'Sphere', 'circle', 'C', 'Round', 'Cube', 'S', 'Triangle', 'Circular', 'Rectangle', 'Orange', 'Ball', 'Ellipse', 'Dot', 'Rect', 'square', 'ircle', 'oval', 'round']",False,False
