model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
Triangle.<|im_end|>,triangle,square,412641007,412641,"tensor([7.7444e-01, 9.2494e-02, 8.1626e-02, 1.1047e-02, 6.7002e-03, 5.9129e-03,
        3.5864e-03, 3.1650e-03, 2.7931e-03, 2.4649e-03, 2.1752e-03, 1.1643e-03,
        8.0023e-04, 8.0023e-04, 7.5175e-04, 5.1667e-04, 5.1667e-04, 4.8536e-04,
        3.3359e-04, 2.9439e-04])","['Triangle', 'triangle', 'Tri', 'Square', 'Rectangle', 'tri', 'Hex', 'Rect', 'Tr', 'Pie', 'Slice', 'rectangle', 'L', 'Triangles', 'S', 'Sector', 'slice', 'Ir', 'rect', 'T']",False,False
Square<|im_end|>,triangle,square,19959001,19959,"tensor([0.1999, 0.1764, 0.1764, 0.1556, 0.0944, 0.0649, 0.0505, 0.0239, 0.0239,
        0.0047, 0.0030, 0.0027, 0.0024, 0.0017, 0.0015, 0.0012, 0.0008, 0.0007,
        0.0007, 0.0007])","['Square', 'Triangle', 'Rect', 'Triangles', 'S', 'Tri', 'Rectangle', 'rectangle', 'rect', 'tri', 'Tr', 's', 'triangle', 'Hex', 'T', 'Strip', 'square', 'Qu', 'Diamond', 'Slice']",False,True
Triangle<|im_end|>,triangle,square,414416017,414416,"tensor([4.1150e-01, 3.2047e-01, 8.1029e-02, 5.5690e-02, 4.3372e-02, 3.3778e-02,
        2.6306e-02, 8.5404e-03, 3.1418e-03, 2.1593e-03, 1.6817e-03, 1.6817e-03,
        1.3097e-03, 9.5820e-04, 9.0015e-04, 5.8118e-04, 3.1108e-04, 2.9224e-04,
        2.7453e-04, 2.7453e-04])","['Triangle', 'triangle', 'square', 'Square', 'Diamond', 'rectangle', 'Rectangle', 'diamond', 'rh', 'Tri', 'tri', 'oct', 'hex', 'tr', 'Rh', 'rect', 'Oct', 'Rect', ' Diamond', 'Hex']",False,False
Square<|im_end|>,star,square,546140000,546140,"tensor([9.1031e-01, 7.4723e-02, 6.9503e-03, 2.5569e-03, 1.3686e-03, 1.3686e-03,
        5.7052e-04, 3.6835e-04, 1.2730e-04, 1.1959e-04, 1.1234e-04, 1.0553e-04,
        8.7492e-05, 7.2533e-05, 6.8139e-05, 4.9851e-05, 4.9851e-05, 4.3994e-05,
        4.3994e-05, 3.8824e-05])","['Square', 'square', 'Cube', 'Star', 'cube', 'Box', 'Rectangle', 'S', 'Diamond', 'Block', 'star', 'rectangle', '_square', 'C', 'Blue', 'Squared', 'box', ' Square', 'diamond', 'Cross']",False,True
circle<|im_end|>,circle,square,25872018,25872,"tensor([7.7903e-01, 1.1947e-01, 3.0206e-02, 2.3525e-02, 1.1112e-02, 9.8065e-03,
        5.2490e-03, 5.2490e-03, 2.4795e-03, 2.1881e-03, 1.9310e-03, 1.1712e-03,
        1.0336e-03, 7.1038e-04, 7.1038e-04, 4.3087e-04, 4.0476e-04, 4.0476e-04,
        3.8024e-04, 3.3556e-04])","['circle', 'square', 'Circle', 'round', 'rectangle', 'Square', 'Round', 'fr', 'c', 'oval', 'Circular', 'disc', 'C', 'ircle', 'circ', 'disk', 'Rectangle', 'Disc', ' Circle', 'Disk']",False,False
Star.<|im_end|>,star,square,158913011,158913,"tensor([0.4480, 0.1867, 0.1283, 0.0687, 0.0269, 0.0174, 0.0135, 0.0087, 0.0050,
        0.0050, 0.0044, 0.0041, 0.0041, 0.0036, 0.0034, 0.0032, 0.0030, 0.0028,
        0.0027, 0.0027])","['Star', 'Diamond', 'Hex', 'Square', 'Triangle', 'Cross', 'star', 'Cube', 'Oct', 'hex', 'Six', 'diamond', 'Snow', 'Plus', 'D', 'T', 'P', 'X', 'Polygon', 'Fl']",False,False
circle<|im_end|>,circle,square,425548003,425548,"tensor([6.0636e-01, 3.6777e-01, 1.2585e-02, 2.1869e-03, 1.3264e-03, 1.1705e-03,
        8.5639e-04, 8.5639e-04, 8.0450e-04, 8.0450e-04, 5.1943e-04, 5.1943e-04,
        4.8796e-04, 2.9596e-04, 2.9596e-04, 2.4536e-04, 1.7951e-04, 1.7951e-04,
        1.6863e-04, 1.3133e-04])","['circle', 'Circle', 'round', 'Round', ' Circle', 'R', 'C', 'Sun', 'Circular', 'ircle', 'circ', 'sun', 'Disk', '_circle', ' circle', 'c', 'cir', '圆', '.circle', 'Square']",False,False
circle<|im_end|>,circle,square,294574001,294574,"tensor([0.3052, 0.2098, 0.1123, 0.0681, 0.0365, 0.0365, 0.0365, 0.0195, 0.0172,
        0.0152, 0.0152, 0.0126, 0.0098, 0.0081, 0.0072, 0.0067, 0.0056, 0.0053,
        0.0041, 0.0030])","['circle', 'Circle', 'Snake', 'C', 'S', 'Circular', 'snake', 'Ring', 'ring', 'D', 'Round', 'O', 'oval', 'Sw', 'T', 'c', 'Dragon', 'Loop', 'Square', 'ser']",False,False
Circle<|im_end|>,circle,square,119808009,119808,"tensor([0.2940, 0.2595, 0.1226, 0.1082, 0.1082, 0.0451, 0.0241, 0.0078, 0.0069,
        0.0020, 0.0017, 0.0014, 0.0012, 0.0011, 0.0010, 0.0009, 0.0009, 0.0008,
        0.0007, 0.0007])","['Circle', 'Round', 'circle', 'Circular', 'round', 'oval', 'oct', 'Oct', 'O', 'Square', 'hex', 'pent', 'C', ' Circle', 'P', 'ircle', 'ircular', 'Hex', '圓', 'D']",False,False
triangle<|im_end|>,triangle,square,428033008,428033,"tensor([4.3533e-01, 2.9919e-01, 1.2472e-01, 6.6759e-02, 1.9127e-02, 1.1601e-02,
        1.1601e-02, 6.2096e-03, 4.0092e-03, 4.0092e-03, 2.4317e-03, 1.6713e-03,
        1.3016e-03, 8.4038e-04, 6.5448e-04, 5.4259e-04, 4.2257e-04, 3.2910e-04,
        3.0916e-04, 2.7283e-04])","['triangle', 'Triangle', 'Diamond', 'diamond', 'tri', 'Square', 'square', 'Delta', 'rectangle', 'Tri', 'Rectangle', 'D', ' Diamond', 's', 'S', 'delta', 'T', 'tr', ' triangle', 'R']",False,False
Square<|im_end|>,star,square,560969000,560969,"tensor([9.2177e-01, 4.5892e-02, 1.9131e-02, 1.4752e-03, 1.3019e-03, 1.2230e-03,
        8.4055e-04, 8.4055e-04, 8.4055e-04, 6.5462e-04, 6.1496e-04, 3.9705e-04,
        2.9049e-04, 2.9049e-04, 2.7289e-04, 1.8755e-04, 1.7619e-04, 1.6551e-04,
        1.5549e-04, 1.4607e-04])","['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'Cube', 'Star', 'Diamond', 'S', 'Circle', ' Square', 'Checker', 'Block', 'Flag', 'Cross', 'Box', 'cube', 'Qu', 'Round', 'Hex']",False,True
Square<|im_end|>,heart,square,562675001,562675,"tensor([0.2594, 0.2289, 0.1574, 0.1225, 0.0954, 0.0656, 0.0146, 0.0114, 0.0035,
        0.0027, 0.0025, 0.0022, 0.0019, 0.0019, 0.0016, 0.0014, 0.0014, 0.0013,
        0.0011, 0.0011])","['Square', 'square', 'rect', 'heart', 'Heart', 'rectangle', 'Rectangle', 'Rect', 'he', 'round', 'Cookie', 'star', ' Square', 'Round', 'cookie', 'He', 'oval', 's', 'Squared', 'c']",False,True
rectangle<|im_end|>,heart,square,170008001,170008,"tensor([0.4571, 0.3141, 0.0701, 0.0482, 0.0214, 0.0166, 0.0084, 0.0079, 0.0065,
        0.0061, 0.0031, 0.0027, 0.0015, 0.0015, 0.0013, 0.0009, 0.0009, 0.0009,
        0.0008, 0.0008])","['rectangle', 'square', 'rect', 'heart', 'Square', 'Rectangle', 'triangle', 'diamond', 'Heart', 'cross', 's', 'X', 'x', 'Rect', 'arrow', 'Cross', 'h', 'oct', 'hex', 'qu']",False,False
Square<|im_end|>,star,square,359200003,359200,"tensor([8.8936e-01, 5.6855e-02, 2.3701e-02, 7.6944e-03, 5.9924e-03, 4.1185e-03,
        1.4233e-03, 1.2561e-03, 1.1800e-03, 9.7824e-04, 7.6185e-04, 5.9333e-04,
        5.2361e-04, 4.9189e-04, 4.3409e-04, 2.8027e-04, 2.4734e-04, 1.9263e-04,
        1.8096e-04, 1.0976e-04])","['Square', 'Star', 'Cube', 'Triangle', 'Rectangle', 'square', 'Block', 'Stars', 'star', 'Diamond', 'cube', 'Rect', 'Heart', 'C', 'S', 'Squared', 'rectangle', 'Snow', 'Hex', 'H']",False,True
square<|im_end|>,triangle,square,301769002,301769,"tensor([4.8309e-01, 2.9301e-01, 1.0779e-01, 3.9654e-02, 2.1225e-02, 1.2874e-02,
        1.0026e-02, 6.0812e-03, 5.3666e-03, 4.1795e-03, 4.1795e-03, 1.9743e-03,
        1.9743e-03, 8.2300e-04, 7.7314e-04, 4.1383e-04, 4.1383e-04, 3.0276e-04,
        2.5100e-04, 2.2151e-04])","['square', 'triangle', 'rectangle', 'diamond', 'Triangle', 'Square', 'Diamond', 'hex', 'Rectangle', 'rh', 'rect', 'tri', 'oct', 'tr', 'circle', 'oval', ' Diamond', 'arrow', 'pent', 'ob']",False,True
square<|im_end|>,star,square,564185001,564185,"tensor([0.3447, 0.1268, 0.1119, 0.1119, 0.0467, 0.0412, 0.0412, 0.0321, 0.0301,
        0.0134, 0.0126, 0.0063, 0.0046, 0.0043, 0.0038, 0.0032, 0.0025, 0.0022,
        0.0018, 0.0018])","['square', 'triangle', 'star', 'X', 'Star', 'cross', 'Square', 'Triangle', 'diamond', 'rectangle', 'Cross', 'Diamond', 'heart', 'x', 'Rectangle', 'plus', 'hex', 'box', 'Heart', 'sun']",False,True
Square<|im_end|>,heart,square,530945000,530945,"tensor([0.3781, 0.3337, 0.0745, 0.0580, 0.0352, 0.0147, 0.0114, 0.0101, 0.0084,
        0.0084, 0.0065, 0.0048, 0.0042, 0.0039, 0.0039, 0.0037, 0.0037, 0.0033,
        0.0024, 0.0021])","['Square', 'Heart', 'Round', 'heart', 'Triangle', 'round', 'Rectangle', 'square', 'Pizza', 'Circle', 'Star', 'star', 'Hex', 'triangle', 'Rect', 'rectangle', 'oval', 'circle', 'Circular', 'Squared']",False,True
Triangle<|im_end|>,triangle,square,43664001,43664,"tensor([7.9459e-01, 7.3908e-02, 5.0796e-02, 4.4828e-02, 1.0002e-02, 5.3539e-03,
        3.6797e-03, 2.5290e-03, 1.9696e-03, 1.9696e-03, 1.5339e-03, 1.1946e-03,
        1.0542e-03, 5.6430e-04, 4.1285e-04, 3.2153e-04, 2.5040e-04, 2.2098e-04,
        1.2591e-04, 1.2591e-04])","['Triangle', 'triangle', 'Tri', 'Square', 'Slice', 'slice', 'tri', 'Rectangle', 'S', 'Rect', 'rectangle', 'Hex', 'Tr', 'square', 'Triangles', 'rect', 'Star', '_triangle', 'Piece', 'T']",False,False
Triangle.<|im_end|>,triangle,square,175236002,175236,"tensor([8.8707e-01, 6.4259e-02, 2.6787e-02, 3.6253e-03, 2.8234e-03, 2.0656e-03,
        1.7125e-03, 1.3337e-03, 1.0387e-03, 6.7061e-04, 6.2998e-04, 5.2227e-04,
        4.9063e-04, 2.9758e-04, 2.4670e-04, 2.3175e-04, 2.1771e-04, 2.1771e-04,
        1.9213e-04, 1.9213e-04])","['Triangle', 'Tri', 'triangle', 'Square', 'Tr', 'Rect', 'tri', 'Rectangle', 'Triangles', 'Ob', 'Ir', 'Half', 'rectangle', 'Point', 'Arc', 'Quarter', 'Cur', 'Hex', 'Equ', 'Right']",False,False
Heart<|im_end|>,heart,square,306407000,306407,"tensor([8.2562e-01, 5.9807e-02, 4.1105e-02, 2.2002e-02, 4.0699e-03, 4.0699e-03,
        3.1697e-03, 2.6278e-03, 2.0465e-03, 1.9225e-03, 1.6966e-03, 1.4972e-03,
        1.3213e-03, 1.0954e-03, 9.6670e-04, 9.6670e-04, 9.6670e-04, 9.0813e-04,
        9.0813e-04, 7.5286e-04])","['Heart', 'heart', 'Apple', 'Square', 'C', 'P', 'apple', 'Pear', 'Hour', 'App', 'V', 'T', 'Cube', 'U', 'B', 'Round', 'Gold', 'He', 'Rect', 'S']",False,False
Triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.2369, 0.1845, 0.1437, 0.0988, 0.0529, 0.0363, 0.0363, 0.0194, 0.0172,
        0.0172, 0.0126, 0.0118, 0.0111, 0.0098, 0.0059, 0.0052, 0.0052, 0.0052,
        0.0049, 0.0043])","['Triangle', 'Py', 'G', 'Tri', 'T', 'Pag', 'P', 'Square', 'Cur', 'Point', 'C', 'Con', 'S', 'D', 'tri', 'V', 'py', 'Tr', 'Rect', 'triangle']",False,False
square<|im_end|>,star,square,312574000,312574,"tensor([5.3777e-01, 3.6961e-01, 3.8956e-02, 1.8402e-02, 1.4331e-02, 1.6079e-03,
        1.5105e-03, 1.4190e-03, 1.4190e-03, 1.0381e-03, 9.7525e-04, 8.0851e-04,
        8.0851e-04, 6.7028e-04, 6.7028e-04, 5.9152e-04, 5.9152e-04, 5.5568e-04,
        2.9743e-04, 2.4658e-04])","['square', 'Square', 'rectangle', 'Rectangle', 'oval', 'circle', 'star', 'O', 'rect', 'Star', 'S', 's', ' Square', 'quare', 'Rect', 'flag', 'Circle', 'Box', 'box', 'Triangle']",False,True
Heart<|im_end|>,star,square,51478006,51478,"tensor([0.3229, 0.1729, 0.0925, 0.0816, 0.0721, 0.0636, 0.0561, 0.0495, 0.0206,
        0.0133, 0.0059, 0.0046, 0.0028, 0.0014, 0.0013, 0.0012, 0.0012, 0.0012,
        0.0010, 0.0010])","['Heart', 'heart', 'He', 'Stars', 'he', 'Square', 'Star', 'star', 'stars', 'square', ' Hearts', 'Fl', 'Diamond', ' Heart', 'Cube', 'But', 'Triangle', 'C', 'St', 'S']",False,False
Square.<|im_end|>,heart,square,447070003,447070,"tensor([8.3137e-01, 1.1251e-01, 4.1392e-02, 7.1928e-03, 1.8186e-03, 1.1030e-03,
        6.6903e-04, 5.9042e-04, 5.2104e-04, 3.8120e-04, 3.1603e-04, 2.1720e-04,
        1.4928e-04, 1.4024e-04, 1.0922e-04, 9.0544e-05, 8.5058e-05, 7.9904e-05,
        7.0515e-05, 6.6243e-05])","['Square', 'square', 'Rectangle', 'rectangle', 'Rect', 'Heart', 'rect', 'S', 'Diamond', 'Box', 'Cube', 'Triangle', 's', ' Square', 'Qu', 'heart', 'diamond', 'P', 'squ', 'cube']",False,True
Square<|im_end|>,heart,square,447090001,447090,"tensor([0.1805, 0.1805, 0.1095, 0.0753, 0.0753, 0.0664, 0.0664, 0.0664, 0.0664,
        0.0244, 0.0131, 0.0096, 0.0070, 0.0055, 0.0048, 0.0040, 0.0031, 0.0031,
        0.0027, 0.0024])","['Square', 'Heart', 'Tag', 'Rectangle', 'tag', 'Bone', 'Round', 'rectangle', 'square', 'heart', 'oval', 'round', 'Rect', 'rect', 'D', 'Disc', 'Dog', 'Circle', 'O', 'bone']",False,True
square<|im_end|>,circle,square,316115002,316115,"tensor([0.1996, 0.1996, 0.1554, 0.0648, 0.0648, 0.0418, 0.0326, 0.0254, 0.0198,
        0.0145, 0.0136, 0.0128, 0.0106, 0.0099, 0.0088, 0.0068, 0.0057, 0.0050,
        0.0047, 0.0037])","['rectangle', 'square', 'triangle', 'circle', 'oval', 'hex', 'Triangle', 'round', 'diamond', 'Rectangle', 'None', 'Square', 'oct', 'c', 'rect', 'Round', 'C', 'G', 'Circle', 'O']",False,True
Square<|im_end|>,heart,square,74714001,74714,"tensor([8.4581e-01, 7.8672e-02, 2.5541e-02, 9.3960e-03, 9.3960e-03, 5.6990e-03,
        2.6920e-03, 2.5289e-03, 2.0965e-03, 1.8502e-03, 1.5339e-03, 1.1946e-03,
        1.1946e-03, 9.9034e-04, 8.7397e-04, 7.7127e-04, 6.3941e-04, 5.6428e-04,
        4.6780e-04, 4.3946e-04])","['Square', 'Heart', 'Dragon', 'square', 'Rect', 'Rectangle', 'S', 'Diamond', 'Cube', 'Snake', 'heart', 'C', 'Triangle', 'D', 'Box', 'rect', 'T', 'Fish', 'rectangle', 'Squared']",False,True
Square<|im_end|>,triangle,square,449944002,449944,"tensor([4.3597e-01, 1.8174e-01, 1.6038e-01, 8.5847e-02, 4.5951e-02, 2.7870e-02,
        1.9155e-02, 1.9155e-02, 2.2877e-03, 2.1491e-03, 2.0189e-03, 1.3876e-03,
        1.3876e-03, 1.3035e-03, 1.1503e-03, 7.4272e-04, 6.9772e-04, 6.1574e-04,
        5.4339e-04, 4.2319e-04])","['Square', 'square', 'Diamond', 'Triangle', 'Rectangle', 'rectangle', 'triangle', 'diamond', 'Rh', 'hex', 'rh', ' Diamond', 'Hex', 'oct', 'Oct', 'Rect', ' Square', 'rect', 'Tri', 'Squared']",False,True
square<|im_end|>,star,square,429613002,429613,"tensor([9.1081e-01, 8.4719e-02, 1.5517e-03, 1.3694e-03, 2.1000e-04, 1.8532e-04,
        1.4433e-04, 1.4433e-04, 7.7253e-05, 7.2573e-05, 6.4045e-05, 5.6520e-05,
        5.6520e-05, 5.3095e-05, 5.3095e-05, 4.4018e-05, 4.1351e-05, 3.4281e-05,
        2.8420e-05, 1.8349e-05])","['square', 'Square', 'rectangle', 'Rectangle', 'Box', '_square', 'box', 's', 'cube', '.square', ' Square', 'squ', 'quare', 'Cube', 'star', 'rect', 'Star', 'S', ' square', 'Rect']",False,True
triangle<|im_end|>,triangle,square,581553002,581553,"tensor([7.2520e-01, 1.2602e-01, 5.2534e-02, 3.1863e-02, 1.1722e-02, 8.0563e-03,
        6.2742e-03, 5.2015e-03, 3.8055e-03, 3.5750e-03, 3.3584e-03, 2.6155e-03,
        2.1683e-03, 1.4903e-03, 1.0242e-03, 9.6219e-04, 8.4913e-04, 8.4913e-04,
        5.1502e-04, 4.8382e-04])","['triangle', 'rectangle', 'square', 'diamond', 'Triangle', 'hex', 'tr', 'oct', 'tri', 'Diamond', 'rect', 'rh', 'oval', 'Rectangle', 'yield', 'circle', 'paralle', 'arrow', 'sign', 'pent']",False,False
Square<|im_end|>,circle,square,189069005,189069,"tensor([8.0590e-01, 1.2359e-01, 3.1248e-02, 8.9527e-03, 5.4301e-03, 4.7920e-03,
        4.7920e-03, 2.9065e-03, 2.5650e-03, 1.3729e-03, 1.0045e-03, 8.3273e-04,
        7.8228e-04, 5.7233e-04, 5.3765e-04, 3.9335e-04, 3.4713e-04, 2.1055e-04,
        1.8581e-04, 1.5404e-04])","['Square', 'Cube', 'Circle', 'S', 'Rectangle', 'C', 'Sphere', 'square', 'Triangle', 'Box', 'Orange', 'circle', 'Rect', 'cube', 'Round', 'rectangle', 'Circular', 'Ball', 'Squared', 'Block']",False,True
