model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
 circle<|im_end|>,circle,square,534468017,534468,"tensor([0.4177, 0.0513, 0.0356, 0.0336, 0.0319, 0.0260, 0.0260, 0.0252, 0.0235,
        0.0228, 0.0142, 0.0141, 0.0123, 0.0117, 0.0111, 0.0097, 0.0097, 0.0094,
        0.0069, 0.0054])","['circle', 'square', 's', 'rectangle', 'loop', 'co', 'round', 'oval', 'str', 'c', 'zig', 'd', 'line', 'heart', 'k', 't', 'triangle', 'none', 'b', 'sp']",False,False
 heart<|im_end|>,heart,square,404165007,404165,"tensor([4.7022e-01, 3.6028e-01, 9.0135e-02, 2.8459e-02, 1.0344e-02, 8.1304e-03,
        6.6228e-03, 5.3346e-03, 1.5117e-03, 1.3404e-03, 1.3331e-03, 9.4918e-04,
        8.5980e-04, 8.4289e-04, 5.8241e-04, 5.0344e-04, 4.8429e-04, 4.7291e-04,
        2.9999e-04, 2.8023e-04])","['heart', 'square', 'rectangle', 'd', 'star', 'he', 'hex', 'triangle', 'white', 'rect', 'Square', 'circle', 's', 'box', ' heart', 'house', 'Heart', 'cross', 'oct', 'sqrt']",False,False
 star<|im_end|>,star,square,11076002,11076,"tensor([8.7098e-01, 9.0159e-02, 1.5439e-02, 6.4854e-03, 1.5425e-03, 1.4729e-03,
        1.1772e-03, 1.0637e-03, 9.4749e-04, 6.4921e-04, 5.7585e-04, 5.6757e-04,
        5.4368e-04, 5.0890e-04, 4.6966e-04, 3.8619e-04, 3.2220e-04, 3.1911e-04,
        2.4570e-04, 2.0835e-04])","['star', 'stars', 'square', 'triangle', 'circle', 'd', 'heart', 'st', 'rectangle', ' star', 'Star', 'round', '星', 'arrow', 'pent', 'aster', 'p', 'cross', 'tri', ' stars']",False,False
 heart<|im_end|>,heart,square,12154000,12154,"tensor([9.3114e-01, 3.1130e-02, 8.0498e-03, 3.8915e-03, 3.6925e-03, 3.6511e-03,
        2.3561e-03, 1.6452e-03, 1.3316e-03, 9.9225e-04, 9.5165e-04, 8.3911e-04,
        7.0497e-04, 5.1953e-04, 3.0126e-04, 2.8714e-04, 2.8197e-04, 2.6806e-04,
        2.4416e-04, 2.3915e-04])","['heart', 'circle', 'round', 'red', 'none', 'rectangle', 'he', 'oval', 'star', 'square', 'triangle', ' heart', 'd', 'circ', 'hex', 'flower', 'dog', 'sun', 'no', 'c']",False,False
 circle<|im_end|>,circle,square,274402002,274402,"tensor([0.4791, 0.1039, 0.0673, 0.0483, 0.0419, 0.0325, 0.0205, 0.0191, 0.0184,
        0.0150, 0.0134, 0.0089, 0.0084, 0.0082, 0.0071, 0.0058, 0.0050, 0.0042,
        0.0029, 0.0026])","['circle', 'O', 'triangle', 'round', 'Circle', 'Square', 'square', 'Round', 'Triangle', 'D', 'hex', 'rectangle', 'oval', 'C', 'd', 'Hex', 'Rectangle', 'oct', 'Oct', 'star']",False,False
 circle<|im_end|>,circle,square,68094000,68094,"tensor([5.0010e-01, 4.7887e-01, 4.7259e-03, 3.4343e-03, 2.1929e-03, 1.0763e-03,
        1.0185e-03, 9.6668e-04, 8.7078e-04, 6.5689e-04, 4.6033e-04, 4.3501e-04,
        3.4520e-04, 2.3975e-04, 2.1634e-04, 1.4030e-04, 1.3765e-04, 1.3729e-04,
        1.3269e-04, 1.2737e-04])","['circle', 'round', 'oval', 'disc', 'circ', 'c', 'square', 'd', 'triangle', 'disk', 'rectangle', 'rounded', 'orange', 'heart', '圆', 'oct', 'ring', 'flat', 'hex', 'ell']",False,False
 triangle<|im_end|>,triangle,square,9321001,9321,"tensor([0.5438, 0.1457, 0.0689, 0.0532, 0.0408, 0.0325, 0.0168, 0.0167, 0.0150,
        0.0074, 0.0068, 0.0057, 0.0042, 0.0031, 0.0028, 0.0026, 0.0022, 0.0018,
        0.0017, 0.0015])","['triangle', 'py', 'point', 'square', 'cone', 'oct', 'tri', 'round', 'hex', 'd', 'circle', 'sp', 'rectangle', 'tr', 'ro', 'con', 'p', 'cross', 't', 'c']",False,False
 diamond<|im_end|>,triangle,square,214461005,214461,"tensor([6.9283e-01, 1.1890e-01, 4.6566e-02, 4.0463e-02, 2.3280e-02, 1.6967e-02,
        1.3383e-02, 1.2606e-02, 6.9646e-03, 3.4905e-03, 2.8394e-03, 2.2149e-03,
        8.0238e-04, 7.8315e-04, 6.3099e-04, 5.8806e-04, 5.8573e-04, 4.8301e-04,
        4.4569e-04, 4.1646e-04])","['d', 'triangle', 'rectangle', 'square', 'circle', 'round', 'oct', 'hex', 'tri', 'tr', 'rect', 'oval', 'cone', 'pent', 'rh', 'p', 'di', 't', 'c', 'circ']",False,False
 triangle<|im_end|>,triangle,square,439911003,439911,"tensor([0.5143, 0.3913, 0.0224, 0.0120, 0.0097, 0.0067, 0.0049, 0.0046, 0.0039,
        0.0031, 0.0021, 0.0017, 0.0012, 0.0011, 0.0008, 0.0008, 0.0007, 0.0007,
        0.0006, 0.0006])","['triangle', 'd', 'square', 'tri', 'hex', 'rectangle', 'k', 'oct', 'star', 'tr', 'rh', 'pent', 'di', 't', 'qu', 'round', 's', 'rect', 'par', 'p']",False,False
 round<|im_end|>,circle,square,542484000,542484,"tensor([4.5995e-01, 4.5178e-01, 2.4678e-02, 2.4019e-02, 6.1464e-03, 5.2349e-03,
        4.7863e-03, 3.3671e-03, 2.0019e-03, 1.8355e-03, 1.1928e-03, 1.0183e-03,
        8.1621e-04, 7.0029e-04, 6.0777e-04, 4.7275e-04, 4.5882e-04, 4.3346e-04,
        3.6552e-04, 3.0766e-04])","['round', 'circle', 'c', 'oval', 'd', 'circ', 'oct', 'hex', 'rounded', 'square', 'half', 'arch', 'triangle', 'o', 'arc', 'sem', 'rectangle', '圆', 'ell', 'heart']",False,False
 triangle<|im_end|>,triangle,square,73697002,73697,"tensor([0.3797, 0.1738, 0.1048, 0.0838, 0.0684, 0.0387, 0.0240, 0.0213, 0.0145,
        0.0122, 0.0064, 0.0061, 0.0046, 0.0045, 0.0040, 0.0027, 0.0025, 0.0021,
        0.0019, 0.0015])","['triangle', 'tri', 'Triangle', 'py', 'Tri', 'Py', 'Square', 'T', 'square', 'd', 't', 'tr', 'D', 'Rectangle', 'Rect', 'hex', 'rect', 'Hex', 'cone', 'point']",False,False
 triangle<|im_end|>,triangle,square,412641007,412641,"tensor([0.6615, 0.1030, 0.0842, 0.0762, 0.0084, 0.0081, 0.0059, 0.0052, 0.0046,
        0.0042, 0.0030, 0.0028, 0.0027, 0.0025, 0.0017, 0.0013, 0.0013, 0.0011,
        0.0011, 0.0011])","['triangle', 'square', 'round', 'tri', 'rectangle', 'rect', 'Triangle', 'Square', 'p', 'circle', 'Tri', 'heart', 'tr', 'pie', 'Rect', 'oct', 'slice', 'half', 'Round', 'Rectangle']",False,False
 Triangle<|im_end|>,triangle,square,19959001,19959,"tensor([0.5393, 0.1491, 0.1017, 0.0660, 0.0319, 0.0237, 0.0208, 0.0140, 0.0083,
        0.0051, 0.0039, 0.0033, 0.0029, 0.0019, 0.0017, 0.0017, 0.0017, 0.0008,
        0.0007, 0.0006])","['Triangle', 'Tri', 'Square', 'triangle', 'The', 'Rectangle', 'S', 'Rect', 'Qu', 'D', 'square', 'W', 'tri', 'B', 'Hex', 'P', 'T', '8', 'd', 'Into']",False,False
 diamond<|im_end|>,triangle,square,414416017,414416,"tensor([6.5951e-01, 1.5125e-01, 7.6938e-02, 7.3870e-02, 7.8334e-03, 5.6523e-03,
        4.4377e-03, 4.2060e-03, 2.5830e-03, 1.5868e-03, 7.7513e-04, 6.1781e-04,
        5.1910e-04, 4.0463e-04, 3.6508e-04, 3.2730e-04, 2.5195e-04, 2.4641e-04,
        1.8861e-04, 1.7091e-04])","['d', 'triangle', 'square', 'rectangle', 'hex', 'tri', 'rect', 'tr', 'oct', 'pent', 'round', 'rh', 'p', 'circle', 'di', 't', 'oval', 'arrow', 'Square', 'he']",False,False
 triangle<|im_end|>,triangle,square,21510001,21510,"tensor([0.4742, 0.1444, 0.1072, 0.0718, 0.0537, 0.0343, 0.0213, 0.0113, 0.0103,
        0.0069, 0.0045, 0.0028, 0.0027, 0.0027, 0.0023, 0.0021, 0.0018, 0.0018,
        0.0017, 0.0016])","['triangle', 'tri', 't', 'square', 'rect', 'rectangle', 'point', 'sp', 'py', 'tr', 'round', 'ch', 'st', 'c', 'p', 'long', 'cone', 'hex', 'd', 'trip']",False,False
 star<|im_end|>,star,square,546140000,546140,"tensor([9.2628e-01, 2.9267e-02, 1.5467e-02, 1.4589e-02, 2.4216e-03, 2.2307e-03,
        1.1895e-03, 5.8084e-04, 5.2632e-04, 4.7995e-04, 3.7386e-04, 3.5356e-04,
        3.1996e-04, 3.0511e-04, 2.6142e-04, 2.5809e-04, 2.3654e-04, 2.3087e-04,
        1.2186e-04, 9.2978e-05])","['star', 'd', 'triangle', 'square', 'rectangle', 'cross', 'stars', 'st', '星', ' star', 'aster', 'Star', 'circle', 'hex', 'p', 'arrow', 'blue', 'pent', 's', 't']",False,False
 circle<|im_end|>,circle,square,25872018,25872,"tensor([7.6284e-01, 1.7541e-01, 1.9974e-02, 1.5338e-02, 2.6141e-03, 2.4100e-03,
        1.6566e-03, 1.4834e-03, 1.1559e-03, 1.1232e-03, 1.0601e-03, 8.7719e-04,
        7.5810e-04, 7.4253e-04, 6.5729e-04, 6.2904e-04, 4.3263e-04, 3.7264e-04,
        3.6593e-04, 2.4769e-04])","['circle', 'round', 'oval', 'fr', 'disc', 'circ', 'heart', 'none', 'triangle', 'd', 'c', 'rectangle', 'square', 'frame', 'ring', 'disk', 'rounded', 'ell', ' circle', 'don']",False,False
 star<|im_end|>,star,square,158913011,158913,"tensor([9.1308e-01, 3.3685e-02, 5.3246e-03, 4.9737e-03, 3.1743e-03, 3.1229e-03,
        3.0569e-03, 2.5392e-03, 1.9092e-03, 1.8132e-03, 1.5508e-03, 1.5348e-03,
        1.2842e-03, 1.1713e-03, 8.1646e-04, 7.5175e-04, 7.2589e-04, 7.1454e-04,
        6.7507e-04, 5.0300e-04])","['star', 'd', 'triangle', 'round', 'cross', 'square', 'stars', 'Star', 'flower', 'st', 'oct', ' star', 'pent', 'hex', 'p', 'blue', '星', 'circle', 'heart', 'aster']",False,False
 circle<|im_end|>,circle,square,425548003,425548,"tensor([8.9785e-01, 5.1493e-02, 1.4623e-02, 6.6005e-03, 4.3933e-03, 3.7909e-03,
        2.2522e-03, 2.1762e-03, 1.9253e-03, 1.7212e-03, 9.7648e-04, 9.6839e-04,
        8.9117e-04, 7.2031e-04, 6.5894e-04, 4.6577e-04, 3.8426e-04, 3.0397e-04,
        2.9594e-04, 1.6899e-04])","['circle', 'round', 'star', 'oval', 'rectangle', 'square', 'heart', 'triangle', 'circ', 'red', 'd', 'ell', 'c', 'cross', 'sun', 'stars', ' circle', 'oct', 'p', 'none']",False,False
 circle<|im_end|>,circle,square,294574001,294574,"tensor([8.4089e-01, 5.6360e-02, 5.3438e-02, 9.7787e-03, 8.6027e-03, 6.6564e-03,
        2.1225e-03, 1.4046e-03, 1.1970e-03, 1.0877e-03, 1.0536e-03, 9.1871e-04,
        8.6204e-04, 6.5553e-04, 5.7272e-04, 5.6877e-04, 5.2457e-04, 3.2821e-04,
        2.9544e-04, 2.8345e-04])","['circle', 'round', 'ring', 'circ', 'c', 'oval', 'd', 'heart', 'Circle', 'r', 'C', 'don', ' circle', 'sp', 'O', 'ell', 'cir', 'wheel', 'loop', 'square']",False,False
 triangle<|im_end|>,triangle,square,428033008,428033,"tensor([7.3601e-01, 1.6334e-01, 2.3966e-02, 1.9655e-02, 6.5642e-03, 5.1946e-03,
        4.3917e-03, 3.7608e-03, 3.0188e-03, 2.3938e-03, 2.2338e-03, 1.5644e-03,
        1.2402e-03, 1.2072e-03, 1.1385e-03, 1.0267e-03, 8.4460e-04, 7.0707e-04,
        6.8258e-04, 6.2923e-04])","['triangle', 'd', 'tri', 'square', 'star', 'rectangle', 'round', 'oct', 'hex', 'tr', 'heart', 'bird', 'dragon', 'arrow', 'k', 't', 'rect', 's', 'rain', 'circle']",False,False
 star<|im_end|>,star,square,560969000,560969,"tensor([9.7172e-01, 6.4403e-03, 5.5046e-03, 2.6760e-03, 1.5621e-03, 1.1805e-03,
        1.0911e-03, 9.0200e-04, 7.5267e-04, 5.0863e-04, 5.0017e-04, 4.8773e-04,
        4.3162e-04, 3.3890e-04, 2.8285e-04, 2.7520e-04, 2.5042e-04, 2.3587e-04,
        2.1670e-04, 2.0772e-04])","['star', 'square', 'd', 'triangle', 'stars', 'rectangle', 'heart', 'hex', 'p', 'pent', 'cross', 'dog', ' star', 'arrow', 'id', '星', 'Star', 'circle', 'aster', 'st']",False,False
 heart<|im_end|>,heart,square,562675001,562675,"tensor([9.6882e-01, 8.2829e-03, 6.2365e-03, 4.1212e-03, 2.0993e-03, 1.6292e-03,
        1.3305e-03, 1.0211e-03, 8.8458e-04, 7.8271e-04, 2.6685e-04, 2.4782e-04,
        2.2746e-04, 1.8912e-04, 1.5678e-04, 1.5489e-04, 1.4971e-04, 1.3959e-04,
        1.1871e-04, 8.2625e-05])","['heart', 'round', 'he', 'circle', 'square', 'rectangle', 'hex', ' heart', 'oval', 'triangle', 'Heart', ' hearts', 'rect', 'd', 'star', 'circ', 'c', 'oct', 'b', 'tri']",False,False
 heart<|im_end|>,heart,square,170008001,170008,"tensor([5.1351e-01, 3.5082e-01, 3.7217e-02, 3.4974e-02, 1.2023e-02, 9.5040e-03,
        5.0169e-03, 4.8870e-03, 2.9820e-03, 2.9153e-03, 2.8569e-03, 2.2765e-03,
        1.5388e-03, 8.8687e-04, 8.4676e-04, 6.4007e-04, 6.0028e-04, 4.7768e-04,
        4.1522e-04, 3.8133e-04])","['heart', 'square', 'rectangle', 'd', 's', 'he', 'cross', 'triangle', 'hex', 'p', 'star', 'none', 'rect', 'Square', 'red', ' heart', 'sqrt', 'box', 'oct', ' hearts']",False,False
 star<|im_end|>,star,square,359200003,359200,"tensor([7.3796e-01, 1.2835e-01, 3.6835e-02, 2.7327e-02, 1.7867e-02, 1.0305e-02,
        4.4195e-03, 3.9502e-03, 2.7990e-03, 2.5561e-03, 2.2910e-03, 1.6140e-03,
        1.3951e-03, 1.1462e-03, 1.0200e-03, 9.6047e-04, 9.0957e-04, 8.3151e-04,
        7.3391e-04, 4.3552e-04])","['star', 'Star', 'stars', 'triangle', 'square', 'Square', 'Triangle', 'round', 'tri', 'd', 'heart', 'Stars', '星', 'Tri', ' star', 'st', 'Heart', 'rectangle', 'oct', ' Star']",False,False
 diamond<|im_end|>,triangle,square,301769002,301769,"tensor([8.9893e-01, 4.1152e-02, 3.2666e-02, 1.2251e-02, 3.6625e-03, 2.1320e-03,
        1.1043e-03, 6.7567e-04, 5.6056e-04, 5.3210e-04, 4.1233e-04, 3.8153e-04,
        3.7758e-04, 2.4959e-04, 1.6928e-04, 1.5089e-04, 1.3637e-04, 1.2449e-04,
        1.2351e-04, 1.1644e-04])","['d', 'square', 'triangle', 'rectangle', 'hex', 'oct', 'tri', 'tr', 'di', 'rh', 'pent', 'rect', 'round', 'D', 'Square', 'arrow', 'circle', 'he', 'p', 'red']",False,False
 star<|im_end|>,star,square,564185001,564185,"tensor([8.5731e-01, 2.5403e-02, 1.4121e-02, 1.1909e-02, 1.0689e-02, 9.6306e-03,
        6.1114e-03, 5.6632e-03, 4.5939e-03, 4.1954e-03, 3.8024e-03, 2.9688e-03,
        2.9257e-03, 2.7013e-03, 2.5984e-03, 1.1507e-03, 1.1063e-03, 9.1389e-04,
        8.3665e-04, 8.0749e-04])","['star', 'triangle', 'round', 'square', 'circle', 'heart', 'none', 'cross', 'stars', 'd', 'st', 'no', 'rectangle', 'p', 'oval', 'sp', 'arrow', 'tri', 'b', 'c']",False,False
 heart<|im_end|>,heart,square,530945000,530945,"tensor([9.4344e-01, 1.0822e-02, 9.5986e-03, 8.0082e-03, 5.0999e-03, 3.5216e-03,
        2.2886e-03, 1.4712e-03, 1.2318e-03, 1.0377e-03, 9.0587e-04, 9.0428e-04,
        8.9855e-04, 5.8228e-04, 5.2615e-04, 4.5111e-04, 3.2433e-04, 2.5181e-04,
        2.3191e-04, 2.2869e-04])","['heart', 'square', 'triangle', 'round', 'he', 'rectangle', 'circle', 'Heart', ' heart', 'p', 'oval', 'hex', 'd', 'rect', 'x', 'star', 'oct', 'b', 'half', 'k']",False,False
 round<|im_end|>,circle,square,172475010,172475,"tensor([0.2871, 0.2683, 0.1548, 0.0441, 0.0370, 0.0328, 0.0250, 0.0100, 0.0084,
        0.0076, 0.0075, 0.0074, 0.0056, 0.0054, 0.0047, 0.0044, 0.0042, 0.0040,
        0.0038, 0.0036])","['round', 'circle', 'oval', 'rectangle', 'square', 'circ', 'O', 'triangle', 'o', 'Round', 'heart', 'rect', 'Rectangle', 'd', 'ell', 'C', 'c', 'Square', 'oct', 'hex']",False,False
 triangle<|im_end|>,triangle,square,175236002,175236,"tensor([9.1117e-01, 3.4791e-02, 1.4527e-02, 1.2472e-02, 5.5520e-03, 3.8708e-03,
        2.5014e-03, 1.3561e-03, 1.1919e-03, 9.6405e-04, 8.1347e-04, 7.3410e-04,
        5.6182e-04, 3.3654e-04, 3.0448e-04, 2.9093e-04, 2.6114e-04, 2.5516e-04,
        2.5392e-04, 2.4058e-04])","['triangle', 'tri', 'round', 'square', 'rectangle', 'tr', 'rect', 'circle', 'half', 'w', 'oval', 'Triangle', 'd', 'ob', 'cur', ' triangle', 'oct', 'p', 'ir', 'sem']",False,False
 heart<|im_end|>,heart,square,306407000,306407,"tensor([9.2014e-01, 3.0294e-02, 1.6148e-02, 1.5547e-02, 3.5398e-03, 1.6121e-03,
        1.0158e-03, 8.8284e-04, 6.6807e-04, 5.6643e-04, 5.0655e-04, 3.9258e-04,
        3.8362e-04, 3.4283e-04, 2.8150e-04, 2.7912e-04, 2.6578e-04, 2.5762e-04,
        2.5697e-04, 2.3968e-04])","['heart', 'apple', 'pear', 'round', 'oval', 'pe', ' heart', 'te', 'he', 'p', 's', 'c', 'ball', 'g', 'b', 'app', 'gold', 'd', 'egg', 'triangle']",False,False
 triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.4295, 0.1789, 0.0517, 0.0362, 0.0307, 0.0209, 0.0203, 0.0197, 0.0197,
        0.0180, 0.0126, 0.0117, 0.0116, 0.0101, 0.0063, 0.0059, 0.0056, 0.0048,
        0.0043, 0.0042])","['triangle', 'tri', 'cur', 'Triangle', 'oct', 'py', 'Tri', 'Cur', 'square', 'round', 'Rectangle', 'arch', 'd', 'rectangle', 'hex', 'Square', 'tr', 'circle', 'T', 'rect']",False,False
 star<|im_end|>,star,square,312574000,312574,"tensor([9.5805e-01, 1.3523e-02, 1.1790e-02, 5.0846e-03, 1.9071e-03, 1.3125e-03,
        6.6053e-04, 5.8370e-04, 5.2716e-04, 4.7760e-04, 3.0335e-04, 2.6093e-04,
        2.5934e-04, 2.5357e-04, 1.8210e-04, 1.7227e-04, 1.6370e-04, 1.4881e-04,
        1.4756e-04, 1.1143e-04])","['star', 'circle', 'square', 'rectangle', 'stars', 'round', 'cross', 'triangle', 'd', 'Star', 'hex', '星', 'st', ' star', 'shape', 'white', 'aster', 'oval', 't', 'p']",False,False
 star<|im_end|>,star,square,51478006,51478,"tensor([0.5916, 0.1006, 0.0981, 0.0608, 0.0426, 0.0227, 0.0204, 0.0096, 0.0043,
        0.0031, 0.0029, 0.0028, 0.0023, 0.0022, 0.0017, 0.0014, 0.0014, 0.0013,
        0.0012, 0.0010])","['star', 'heart', 'stars', 'triangle', 'd', 'square', 'cross', 'he', 'rectangle', 'st', 'p', 'x', 'hex', 'circle', 's', 'tri', 'oct', ' star', 'dog', 'flower']",False,False
 heart<|im_end|>,heart,square,447070003,447070,"tensor([9.0172e-01, 4.7572e-02, 3.1151e-02, 5.1997e-03, 3.4575e-03, 2.0124e-03,
        1.8039e-03, 8.9788e-04, 8.7283e-04, 7.6031e-04, 3.7776e-04, 3.7347e-04,
        3.3879e-04, 3.0309e-04, 2.0758e-04, 1.1780e-04, 8.2346e-05, 7.7731e-05,
        7.2495e-05, 6.8347e-05])","['heart', 'square', 'rectangle', 'd', 'he', 'hex', 'triangle', ' heart', 'rect', 'Heart', 's', 'circle', 'box', 'Square', 'star', 'p', 'oval', 'red', 'rh', 'house']",False,False
 heart<|im_end|>,heart,square,447090001,447090,"tensor([8.5209e-01, 4.4943e-02, 3.1197e-02, 1.0112e-02, 7.6882e-03, 7.2069e-03,
        6.1993e-03, 6.1129e-03, 4.7403e-03, 3.9296e-03, 3.8295e-03, 2.8672e-03,
        1.6111e-03, 1.4134e-03, 1.3963e-03, 1.3957e-03, 1.2853e-03, 6.6030e-04,
        5.2469e-04, 4.5080e-04])","['heart', 'round', 'bone', 'circle', 'hex', 'oval', 'square', 'dog', 'rectangle', 'tag', 'triangle', 'b', 'd', ' heart', 'bell', 'he', 'star', 'rect', 'ell', 'oct']",False,False
 circle<|im_end|>,circle,square,316115002,316115,"tensor([7.1256e-01, 1.8516e-01, 2.1620e-02, 9.6246e-03, 6.7886e-03, 5.8911e-03,
        5.0057e-03, 4.8555e-03, 4.6612e-03, 3.6710e-03, 2.7915e-03, 2.2891e-03,
        2.2197e-03, 2.2104e-03, 2.0760e-03, 1.2332e-03, 7.4959e-04, 6.8154e-04,
        6.2230e-04, 6.1386e-04])","['circle', 'round', 'oval', 'heart', 'c', 'square', 'circ', 'rectangle', 'none', 'star', 'triangle', 'ell', 'd', 'number', 'sm', 'o', 'letter', 'rounded', 'bell', 'no']",False,False
