model_output,original_shape,steered_to_shape,question_id,image_id,top_20_probs,top_20_tokens,match_steered,match_substring_steered
 circle<|im_end|>,circle,square,534468017,534468,"tensor([0.3454, 0.0866, 0.0544, 0.0399, 0.0344, 0.0235, 0.0227, 0.0226, 0.0213,
        0.0203, 0.0186, 0.0163, 0.0140, 0.0126, 0.0111, 0.0109, 0.0102, 0.0071,
        0.0069, 0.0068])","['circle', 'square', 'rectangle', 'str', 's', 'co', 'c', 'round', 'loop', 'oval', 'zig', 'line', 'd', 'k', 'triangle', 't', 'none', 'b', 'l', 'heart']",False,False
 square<|im_end|>,heart,square,404165007,404165,"tensor([9.0030e-01, 7.7199e-02, 7.5072e-03, 1.3612e-03, 1.0324e-03, 9.8976e-04,
        9.5405e-04, 9.5202e-04, 9.3769e-04, 7.7581e-04, 3.6916e-04, 3.5814e-04,
        3.0735e-04, 2.5271e-04, 2.2344e-04, 1.5838e-04, 1.4178e-04, 1.3555e-04,
        1.3459e-04, 1.2082e-04])","['square', 'rectangle', 'd', 's', 'box', 'white', 'triangle', 'Square', 'circle', 'rect', 'cross', 'star', 'sqrt', ' square', 'cube', 'none', 'heart', 'hex', 'p', 'shape']",False,True
 square<|im_end|>,star,square,11076002,11076,"tensor([9.1105e-01, 3.2239e-02, 1.4218e-02, 1.3100e-02, 6.8860e-03, 2.5336e-03,
        2.3329e-03, 1.7738e-03, 1.5918e-03, 8.1664e-04, 5.3542e-04, 5.1922e-04,
        5.1571e-04, 4.0402e-04, 3.8860e-04, 2.9965e-04, 2.7982e-04, 2.6699e-04,
        2.4046e-04, 2.3142e-04])","['square', 's', 'rectangle', 'd', 'triangle', 'circle', 'star', 'Square', 'rect', 'heart', 'cube', 'stars', 'tri', 'p', ' squares', 'box', 'hex', 'pent', 'cross', 'round']",False,True
 heart<|im_end|>,heart,square,12154000,12154,"tensor([7.8807e-01, 1.0710e-01, 2.6223e-02, 1.8610e-02, 9.5448e-03, 8.6081e-03,
        6.7186e-03, 3.9184e-03, 3.8772e-03, 2.9532e-03, 2.6694e-03, 2.2810e-03,
        1.5502e-03, 9.3202e-04, 9.0035e-04, 4.8719e-04, 4.7982e-04, 4.5424e-04,
        4.0227e-04, 3.8360e-04])","['heart', 'circle', 'round', 'rectangle', 'red', 'none', 'square', 'oval', 'star', 'he', 'triangle', 'd', 'circ', 'hex', ' heart', 'flower', 'no', 'c', 'sun', 'oct']",False,False
 circle<|im_end|>,circle,square,274402002,274402,"tensor([0.3895, 0.0953, 0.0799, 0.0506, 0.0422, 0.0361, 0.0339, 0.0322, 0.0302,
        0.0158, 0.0155, 0.0154, 0.0149, 0.0119, 0.0093, 0.0066, 0.0048, 0.0043,
        0.0035, 0.0033])","['circle', 'triangle', 'Square', 'O', 'Circle', 'square', 'D', 'Triangle', 'round', 'Round', 'hex', 'rectangle', 'd', 'Rectangle', 'Hex', 'C', 'oct', 'oval', 'S', 'arrow']",False,False
 round<|im_end|>,circle,square,68094000,68094,"tensor([4.9940e-01, 4.7126e-01, 6.3689e-03, 3.8266e-03, 3.6307e-03, 2.1006e-03,
        1.9764e-03, 1.8149e-03, 1.1579e-03, 8.1298e-04, 7.5287e-04, 4.8894e-04,
        4.5243e-04, 4.5064e-04, 3.9166e-04, 3.7899e-04, 1.9815e-04, 1.8412e-04,
        1.4681e-04, 1.2984e-04])","['round', 'circle', 'oval', 'disc', 'square', 'triangle', 'd', 'circ', 'rectangle', 'c', 'disk', 'oct', 'hex', 'rounded', 'orange', 'heart', '圆', 'ell', 'cone', 'ring']",False,False
 triangle<|im_end|>,triangle,square,9321001,9321,"tensor([0.3193, 0.2385, 0.1489, 0.0894, 0.0444, 0.0250, 0.0203, 0.0162, 0.0150,
        0.0148, 0.0113, 0.0057, 0.0047, 0.0029, 0.0028, 0.0025, 0.0023, 0.0021,
        0.0018, 0.0014])","['triangle', 'square', 'py', 'oct', 'hex', 'point', 'rectangle', 'round', 'd', 'cone', 'tri', 'ro', 'circle', 'rect', 'p', 'sp', 'pent', 'cross', 'tr', 't']",False,False
 diamond<|im_end|>,triangle,square,214461005,214461,"tensor([3.4676e-01, 3.0170e-01, 2.8355e-01, 1.3379e-02, 1.0453e-02, 6.8681e-03,
        6.5615e-03, 5.9782e-03, 4.5088e-03, 3.5307e-03, 6.7837e-04, 6.4342e-04,
        4.7412e-04, 4.3143e-04, 3.9217e-04, 3.2742e-04, 3.2599e-04, 3.2231e-04,
        3.0301e-04, 2.8093e-04])","['d', 'rectangle', 'square', 'rect', 'hex', 'oct', 'round', 'circle', 'triangle', 'oval', 'Square', 'rh', 'di', 'pent', 'ob', 'r', 'rounded', 's', 'Rectangle', 'cube']",False,False
 diamond<|im_end|>,triangle,square,439911003,439911,"tensor([0.4843, 0.2510, 0.1343, 0.0526, 0.0142, 0.0101, 0.0046, 0.0045, 0.0036,
        0.0033, 0.0033, 0.0024, 0.0019, 0.0018, 0.0015, 0.0010, 0.0009, 0.0009,
        0.0008, 0.0007])","['d', 'square', 'triangle', 'rectangle', 'hex', 'k', 'oct', 'rh', 'rect', 'star', 'tri', 's', 'qu', 'di', 'pent', 't', 'tr', 'round', 'par', 'p']",False,False
 round<|im_end|>,circle,square,542484000,542484,"tensor([0.4681, 0.3986, 0.0314, 0.0191, 0.0155, 0.0104, 0.0101, 0.0092, 0.0044,
        0.0043, 0.0028, 0.0021, 0.0021, 0.0021, 0.0020, 0.0009, 0.0008, 0.0006,
        0.0006, 0.0005])","['round', 'circle', 'oval', 'c', 'oct', 'square', 'd', 'hex', 'arch', 'circ', 'rounded', 'triangle', 'rectangle', 'arc', 'half', 'sem', 'o', 'heart', 'ell', 'he']",False,False
 Square<|im_end|>,triangle,square,73697002,73697,"tensor([0.3947, 0.2374, 0.0625, 0.0551, 0.0364, 0.0287, 0.0283, 0.0228, 0.0144,
        0.0136, 0.0134, 0.0079, 0.0067, 0.0066, 0.0064, 0.0045, 0.0044, 0.0034,
        0.0026, 0.0025])","['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'rect', 'd', 'triangle', 'tri', 'py', 'T', 't', 'D', 'hex', 'Triangle', 'Py', 'Hex', 'Tri', 'oct', 'cube']",False,True
 triangle<|im_end|>,triangle,square,412641007,412641,"tensor([0.4766, 0.2793, 0.0767, 0.0592, 0.0253, 0.0177, 0.0153, 0.0047, 0.0041,
        0.0035, 0.0029, 0.0028, 0.0024, 0.0024, 0.0019, 0.0014, 0.0014, 0.0011,
        0.0011, 0.0011])","['triangle', 'square', 'round', 'tri', 'rectangle', 'rect', 'Square', 'Triangle', 'Rect', 'circle', 'Rectangle', 'p', 'Tri', 'heart', 'tr', 'oct', 'hex', 'Round', 'pie', 'slice']",False,False
 Square<|im_end|>,triangle,square,19959001,19959,"tensor([6.7279e-01, 7.3543e-02, 7.1584e-02, 6.9115e-02, 6.8890e-02, 1.4401e-02,
        7.9078e-03, 3.1747e-03, 2.3386e-03, 1.6683e-03, 1.4325e-03, 1.1851e-03,
        9.0452e-04, 7.7568e-04, 6.9679e-04, 4.6441e-04, 3.4264e-04, 3.0125e-04,
        2.6635e-04, 2.3021e-04])","['Square', 'S', 'Rect', 'Rectangle', 'The', 'square', 'Triangle', 'Tri', 'D', 'Qu', 's', 'rectangle', 'triangle', 'rect', 'B', 'It', 'Hex', 'd', 'T', 'Into']",False,True
 square<|im_end|>,triangle,square,414416017,414416,"tensor([4.2495e-01, 3.5001e-01, 2.0038e-01, 9.6984e-03, 2.0347e-03, 1.2162e-03,
        5.2255e-04, 4.9605e-04, 4.9470e-04, 4.1576e-04, 3.9240e-04, 3.7106e-04,
        3.7022e-04, 3.1995e-04, 2.6244e-04, 2.3871e-04, 2.3284e-04, 2.0144e-04,
        1.7276e-04, 1.5395e-04])","['square', 'rectangle', 'd', 'rect', 'hex', 'triangle', 'Square', 'oct', 's', 'rh', 'round', 'oval', 'pent', 'p', 'cross', 'box', 'di', 'ob', 'circle', 'r']",False,True
 triangle<|im_end|>,triangle,square,21510001,21510,"tensor([0.2533, 0.1942, 0.1443, 0.1224, 0.1179, 0.0712, 0.0083, 0.0076, 0.0047,
        0.0039, 0.0036, 0.0033, 0.0030, 0.0026, 0.0026, 0.0025, 0.0024, 0.0023,
        0.0021, 0.0018])","['triangle', 'square', 'rectangle', 'rect', 't', 'tri', 'sp', 'point', 'py', 'st', 'tr', 'long', 'round', 'c', 'hex', 'vertical', 'l', 'ch', 'd', 'p']",False,False
 square<|im_end|>,star,square,546140000,546140,"tensor([5.7874e-01, 2.9563e-01, 6.2996e-02, 3.0297e-02, 1.0814e-02, 3.1156e-03,
        1.2619e-03, 9.9106e-04, 9.7636e-04, 7.6020e-04, 6.3511e-04, 5.2064e-04,
        4.2195e-04, 4.2004e-04, 3.6798e-04, 3.1586e-04, 3.1345e-04, 2.9589e-04,
        2.6083e-04, 2.2555e-04])","['square', 'd', 'rectangle', 'triangle', 'star', 's', 'box', 'cross', 'Square', 'rect', 'circle', 'k', 'blue', 'hex', 'di', 'l', 'cube', 'sqrt', 'arrow', 'rh']",False,True
 circle<|im_end|>,circle,square,25872018,25872,"tensor([7.0141e-01, 1.9863e-01, 2.6395e-02, 2.4981e-02, 6.4751e-03, 4.3597e-03,
        3.1397e-03, 3.0598e-03, 2.9258e-03, 2.8237e-03, 2.0606e-03, 1.9368e-03,
        1.7271e-03, 1.1312e-03, 9.7573e-04, 7.9426e-04, 6.1481e-04, 5.3777e-04,
        5.3267e-04, 5.2130e-04])","['circle', 'round', 'oval', 'fr', 'square', 'rectangle', 'd', 'triangle', 'heart', 'disc', 'circ', 'frame', 'none', 'c', 'ring', 'disk', 'rounded', 'star', 'ell', 'hex']",False,False
 diamond<|im_end|>,star,square,158913011,158913,"tensor([0.3586, 0.3555, 0.1868, 0.0171, 0.0138, 0.0052, 0.0047, 0.0042, 0.0035,
        0.0023, 0.0019, 0.0019, 0.0018, 0.0015, 0.0013, 0.0012, 0.0012, 0.0010,
        0.0010, 0.0010])","['d', 'star', 'square', 'triangle', 'cross', 'oct', 'hex', 's', 'round', 'stars', 'Square', 'rectangle', 'st', 't', 'pent', 'flower', 'tri', 'qu', 'p', 'four']",False,False
 circle<|im_end|>,circle,square,425548003,425548,"tensor([8.4509e-01, 4.2045e-02, 3.7807e-02, 2.3743e-02, 1.5519e-02, 6.5172e-03,
        4.3815e-03, 3.1880e-03, 2.8839e-03, 1.9642e-03, 1.6820e-03, 1.5288e-03,
        7.6855e-04, 6.9363e-04, 6.7417e-04, 6.4785e-04, 5.7940e-04, 5.4892e-04,
        3.9984e-04, 3.3941e-04])","['circle', 'square', 'round', 'rectangle', 'star', 'oval', 'triangle', 'red', 'd', 'heart', 'cross', 'circ', 'c', 'rect', 'ell', 'oct', 's', 'stars', 'sun', ' circle']",False,False
 circle<|im_end|>,circle,square,294574001,294574,"tensor([8.4063e-01, 6.0444e-02, 4.4721e-02, 9.8038e-03, 6.9953e-03, 5.2634e-03,
        3.7934e-03, 2.9545e-03, 1.8163e-03, 1.2455e-03, 1.1362e-03, 8.9245e-04,
        8.7112e-04, 8.0751e-04, 7.7974e-04, 6.8059e-04, 6.4877e-04, 6.1324e-04,
        6.0740e-04, 3.6628e-04])","['circle', 'round', 'ring', 'oval', 'circ', 'c', 'heart', 'd', 'square', 'r', 'Circle', ' circle', 'C', 'O', 'rectangle', 'ell', 'sp', 'triangle', 'don', 'cir']",False,False
 triangle<|im_end|>,triangle,square,428033008,428033,"tensor([0.6346, 0.2005, 0.0752, 0.0195, 0.0163, 0.0054, 0.0051, 0.0044, 0.0040,
        0.0021, 0.0020, 0.0017, 0.0016, 0.0012, 0.0011, 0.0009, 0.0009, 0.0008,
        0.0007, 0.0007])","['triangle', 'd', 'square', 'tri', 'rectangle', 'star', 'round', 'hex', 'oct', 'rect', 'tr', 'k', 'heart', 's', 'bird', 't', 'rh', 'dragon', 'circle', 'arrow']",False,False
 square<|im_end|>,star,square,560969000,560969,"tensor([0.4487, 0.2719, 0.1301, 0.0590, 0.0171, 0.0063, 0.0060, 0.0055, 0.0023,
        0.0022, 0.0019, 0.0019, 0.0017, 0.0017, 0.0016, 0.0015, 0.0014, 0.0013,
        0.0013, 0.0012])","['square', 'd', 'star', 'rectangle', 'triangle', 'hex', 'heart', 'dog', 'arrow', 's', 'check', 'cross', 'p', 'box', 'rh', 'id', 'he', 'house', 'k', 'oct']",False,True
 square<|im_end|>,heart,square,562675001,562675,"tensor([6.6816e-01, 1.4827e-01, 9.2843e-02, 2.3507e-02, 1.4780e-02, 9.0182e-03,
        5.5382e-03, 4.3739e-03, 2.8553e-03, 2.2082e-03, 2.1787e-03, 2.1352e-03,
        1.5550e-03, 1.3424e-03, 1.3140e-03, 7.5334e-04, 7.2063e-04, 6.9693e-04,
        5.3716e-04, 5.3631e-04])","['square', 'heart', 'rectangle', 'round', 'circle', 'rect', 'hex', 'triangle', 'd', 'star', 'he', 'Square', 's', 'oval', 'oct', 'c', 'b', 'tri', 'rh', 'circ']",False,True
 square<|im_end|>,heart,square,170008001,170008,"tensor([8.7707e-01, 4.8060e-02, 2.0095e-02, 1.5352e-02, 7.5805e-03, 4.9068e-03,
        2.9472e-03, 2.7774e-03, 1.2887e-03, 1.1858e-03, 1.0743e-03, 9.3996e-04,
        9.2031e-04, 7.3314e-04, 4.6679e-04, 4.2756e-04, 4.2510e-04, 3.0448e-04,
        2.8610e-04, 2.1380e-04])","['square', 'rectangle', 's', 'd', 'cross', 'heart', 'triangle', 'none', 'rect', 'p', 'star', 'red', 'Square', 'sqrt', 'box', 'circle', 'hex', 'no', ' square', 'frame']",False,True
 square<|im_end|>,star,square,359200003,359200,"tensor([7.8066e-01, 1.4292e-01, 2.2596e-02, 9.4186e-03, 9.0722e-03, 5.1066e-03,
        4.7954e-03, 3.9235e-03, 1.8017e-03, 1.7501e-03, 1.5508e-03, 1.3147e-03,
        7.3115e-04, 7.2446e-04, 7.1731e-04, 6.6986e-04, 6.0366e-04, 5.5573e-04,
        4.3943e-04, 4.0178e-04])","['square', 'Square', 'triangle', 's', 'd', 'rectangle', 'star', 'tri', 'rect', 'Triangle', 'S', 'cube', 'Rect', 'stars', 'heart', 'oct', 'Star', 'round', 'D', 'Tri']",False,True
 diamond<|im_end|>,triangle,square,301769002,301769,"tensor([5.1042e-01, 4.0910e-01, 6.3433e-02, 2.9157e-03, 2.3205e-03, 1.5889e-03,
        1.2700e-03, 7.9546e-04, 6.8531e-04, 5.6769e-04, 3.7485e-04, 3.0396e-04,
        2.1396e-04, 1.9751e-04, 1.8618e-04, 1.8339e-04, 1.7480e-04, 1.2234e-04,
        1.2021e-04, 1.1090e-04])","['d', 'square', 'rectangle', 'triangle', 'hex', 'rect', 'oct', 'Square', 's', 'di', 'rh', 'round', 'red', 'circle', 'pent', 'cube', 'box', ' square', 'D', 'r']",False,False
 star<|im_end|>,star,square,564185001,564185,"tensor([0.4665, 0.1702, 0.1284, 0.0448, 0.0299, 0.0206, 0.0133, 0.0130, 0.0122,
        0.0116, 0.0055, 0.0047, 0.0042, 0.0040, 0.0038, 0.0036, 0.0034, 0.0026,
        0.0023, 0.0017])","['star', 'square', 'triangle', 'cross', 'rectangle', 'd', 'none', 'circle', 'heart', 'round', 'no', 'x', 'tri', 'stars', 'oval', 'rect', 'p', 'st', 'arrow', 's']",False,False
 square<|im_end|>,heart,square,530945000,530945,"tensor([0.7299, 0.0861, 0.0702, 0.0161, 0.0142, 0.0136, 0.0068, 0.0055, 0.0045,
        0.0042, 0.0030, 0.0021, 0.0021, 0.0016, 0.0016, 0.0016, 0.0011, 0.0010,
        0.0010, 0.0008])","['square', 'heart', 'rectangle', 'triangle', 'd', 'round', 'rect', 'circle', 'cross', 'p', 'Square', 'x', 'hex', 'star', 's', 'oct', 'oval', 'he', 'r', 'none']",False,True
 circle<|im_end|>,circle,square,172475010,172475,"tensor([0.2676, 0.1566, 0.1535, 0.1383, 0.1067, 0.0295, 0.0183, 0.0117, 0.0112,
        0.0088, 0.0085, 0.0054, 0.0049, 0.0040, 0.0039, 0.0036, 0.0033, 0.0031,
        0.0029, 0.0025])","['circle', 'square', 'round', 'rectangle', 'oval', 'circ', 'rect', 'O', 'Square', 'Rectangle', 'triangle', 'd', 'o', 'Round', 'oct', 'hex', 'c', 'Rect', 's', 'tri']",False,False
 triangle<|im_end|>,triangle,square,175236002,175236,"tensor([6.3923e-01, 1.5431e-01, 8.5352e-02, 3.3666e-02, 3.0403e-02, 2.8270e-02,
        3.6722e-03, 3.4745e-03, 2.0577e-03, 1.3960e-03, 9.0595e-04, 8.3379e-04,
        8.1426e-04, 7.6228e-04, 6.4291e-04, 5.3374e-04, 4.0140e-04, 3.5340e-04,
        3.3687e-04, 3.0820e-04])","['triangle', 'square', 'rectangle', 'tri', 'round', 'rect', 'tr', 'oval', 'circle', 'half', 'd', 'ob', 'Rectangle', 'oct', 'Square', 'Triangle', 'p', 'Rect', 'ell', 'long']",False,False
 heart<|im_end|>,heart,square,306407000,306407,"tensor([0.3455, 0.2746, 0.2175, 0.0517, 0.0284, 0.0069, 0.0036, 0.0034, 0.0031,
        0.0031, 0.0028, 0.0028, 0.0028, 0.0028, 0.0027, 0.0023, 0.0022, 0.0022,
        0.0019, 0.0019])","['heart', 'apple', 'round', 'pear', 'oval', 's', 'te', 'triangle', 'app', 'c', 'square', 'p', 'pe', 'circle', 'ball', 'g', 'ob', 'd', 'ap', 'cone']",False,False
 triangle<|im_end|>,triangle,square,442872000,442872,"tensor([0.3639, 0.1781, 0.0464, 0.0425, 0.0383, 0.0324, 0.0301, 0.0274, 0.0207,
        0.0187, 0.0161, 0.0148, 0.0113, 0.0107, 0.0102, 0.0101, 0.0100, 0.0080,
        0.0052, 0.0047])","['triangle', 'tri', 'square', 'cur', 'Triangle', 'Rectangle', 'oct', 'rectangle', 'Tri', 'Cur', 'Square', 'py', 'arch', 'd', 'rect', 'Rect', 'round', 'hex', 'tr', 'pent']",False,False
 square<|im_end|>,star,square,312574000,312574,"tensor([5.6946e-01, 1.7533e-01, 1.4317e-01, 6.0751e-02, 1.3266e-02, 2.9021e-03,
        2.4664e-03, 2.4359e-03, 1.4136e-03, 1.3509e-03, 1.2859e-03, 1.1383e-03,
        1.1035e-03, 1.0577e-03, 9.7750e-04, 7.2148e-04, 6.9087e-04, 6.7374e-04,
        6.6998e-04, 5.6711e-04])","['square', 'rectangle', 'star', 'circle', 'd', 'round', 'oval', 'triangle', 'stars', 'box', 'cross', 'st', 'hex', 'rect', 'Square', 'oct', 't', 'white', 'shape', 's']",False,True
 square<|im_end|>,star,square,51478006,51478,"tensor([0.4985, 0.2125, 0.0718, 0.0435, 0.0409, 0.0365, 0.0175, 0.0170, 0.0059,
        0.0035, 0.0030, 0.0026, 0.0024, 0.0022, 0.0021, 0.0020, 0.0017, 0.0013,
        0.0010, 0.0009])","['square', 'd', 'triangle', 'heart', 's', 'rectangle', 'cross', 'star', 'he', 'stars', 'p', 'hex', 'x', 'tri', 'circle', 'oct', 'rect', 'rh', 'dog', 'Square']",False,True
 square<|im_end|>,heart,square,447070003,447070,"tensor([8.7416e-01, 1.0078e-01, 9.2024e-03, 3.4735e-03, 1.5099e-03, 1.3610e-03,
        1.2176e-03, 1.0148e-03, 6.1253e-04, 5.3273e-04, 3.7463e-04, 2.6802e-04,
        2.4826e-04, 2.1748e-04, 1.9112e-04, 1.4147e-04, 1.1654e-04, 1.0245e-04,
        9.8716e-05, 9.7279e-05])","['square', 'rectangle', 'd', 's', 'rect', 'box', 'triangle', 'Square', 'circle', 'heart', 'cube', ' square', 'check', 'p', 'sqrt', 'hex', 'rh', 'red', 'star', '-square']",False,True
 heart<|im_end|>,heart,square,447090001,447090,"tensor([0.4121, 0.1734, 0.1176, 0.0998, 0.0375, 0.0251, 0.0218, 0.0198, 0.0121,
        0.0116, 0.0100, 0.0099, 0.0063, 0.0045, 0.0040, 0.0028, 0.0019, 0.0016,
        0.0015, 0.0010])","['heart', 'square', 'round', 'rectangle', 'hex', 'bone', 'circle', 'oval', 'rect', 'triangle', 'tag', 'dog', 'd', 'star', 'b', 'oct', 'he', 'bell', 'ell', ' heart']",False,False
 circle<|im_end|>,circle,square,316115002,316115,"tensor([6.9435e-01, 1.3727e-01, 3.8264e-02, 2.6717e-02, 1.9131e-02, 9.8296e-03,
        7.3962e-03, 5.3124e-03, 4.9657e-03, 4.6257e-03, 4.4660e-03, 3.8176e-03,
        2.1992e-03, 2.0735e-03, 1.8612e-03, 1.7537e-03, 9.9251e-04, 8.0621e-04,
        8.0485e-04, 6.6773e-04])","['circle', 'round', 'square', 'rectangle', 'oval', 'heart', 'triangle', 'c', 'd', 'star', 'none', 'circ', 'number', 'ell', 'sm', 'letter', 'o', 'cross', 'rounded', 'arrow']",False,False
 square<|im_end|>,heart,square,74714001,74714,"tensor([7.9513e-01, 1.1657e-01, 2.7573e-02, 1.8754e-02, 1.1131e-02, 5.6204e-03,
        2.9291e-03, 2.1389e-03, 1.7153e-03, 1.5022e-03, 1.4053e-03, 1.2043e-03,
        1.0964e-03, 1.0278e-03, 1.0068e-03, 6.8303e-04, 5.4448e-04, 3.0728e-04,
        3.0086e-04, 2.2382e-04])","['square', 'rectangle', 'heart', 'd', 'rect', 'triangle', 'box', 's', 'hex', 'Square', 'circle', 'oct', 'cube', 'red', 'star', 'round', 'he', 'p', 'oval', 'shape']",False,True
 triangle<|im_end|>,triangle,square,580732004,580732,"tensor([0.3112, 0.2044, 0.1930, 0.0893, 0.0505, 0.0253, 0.0132, 0.0095, 0.0084,
        0.0081, 0.0072, 0.0036, 0.0036, 0.0033, 0.0032, 0.0028, 0.0026, 0.0025,
        0.0024, 0.0021])","['triangle', 'd', 'star', 'square', 'bird', 'rectangle', 'fish', 'arrow', 'tri', 'dragon', 'st', 't', 'oct', 'hex', 'rect', 'heart', 'red', 's', 'k', 'b']",False,False
